task,period,n,MAE,MSE,RMSE,R2,sMAPE
da,overall,1,116.70267402648926,13619.514124933012,116.70267402648926,,21.766849771920853
da,1_8,0,,,,,
da,9_16,0,,,,,
da,17_24,1,116.70267402648926,13619.514124933012,116.70267402648926,,21.766849771920853
rt,overall,0,,,,,
rt,1_8,0,,,,,
rt,9_16,0,,,,,
rt,17_24,0,,,,,
