timestamp,month,pipeline_mode,backbone,output_dir,da_smape_overall,rt_smape_overall,da_smape_17_24,rt_smape_17_24
2026-06-26 12:51:01.074575,,single_task,timemixer,oof_runs\timemixer_st_fallback_dayahead,23.41312838631892,41.04678004195563,17.44004226652368,31.358892955777645
2026-06-26 14:39:30.653466,,single_task,timemixer,oof_runs\timemixer_st_fallback_dayahead,23.413128386318917,41.04678004195563,17.44004226652368,31.358892955777645
