task,period,n,MAE,MSE,RMSE,R2,sMAPE
da,overall,24,126.30719866243997,22542.52623231582,150.14168719018653,0.030274941642941533,44.94192487274526
da,1_8,8,85.20805587768555,9773.72197934124,98.86213622687525,-2.2573612094818034,22.333086854098923
da,9_16,8,199.1337678928375,47466.786315611214,217.8687364346046,-3.2469830639654136,93.24418514459148
da,17_24,8,94.57977221679688,10387.070401994999,101.91697798696251,-2.768888239434663,19.24850261954536
rt,overall,24,,,,,
rt,1_8,8,108.55944000244142,16541.83575447563,128.61506814707064,0.46383614986962196,34.47915643720215
rt,9_16,8,,,,,
rt,17_24,8,,,,,
