task,period,n,MAE,MSE,RMSE,R2,sMAPE
da,overall,1,82.62646543502808,6827.13279028589,82.62646543502808,,14.936450096398401
da,1_8,0,,,,,
da,9_16,0,,,,,
da,17_24,1,82.62646543502808,6827.13279028589,82.62646543502808,,14.936450096398401
rt,overall,0,,,,,
rt,1_8,0,,,,,
rt,9_16,0,,,,,
rt,17_24,0,,,,,
