ds,business_day,hour_business,period,event_type,threshold,value,trigger,true_price,dayahead_price,load_actual,load_forecast,wind_actual,solar_actual,renewable_actual,renewable_forecast,bidding_space_actual,tie_line_actual,net_load_actual,renewable_penetration,spread
2025-12-13 14:00:00,2025-12-13,14,9_16,spread_extreme,332.98,399.1,|rt-da|>333,352.944,752.042,92875.1975,88024.04,9983.67,1654.7875,11638.4575,16188.775,37805.7611,27459.3614,81236.73999999999,0.12531286944231662,399.098
2025-12-13 23:00:00,2025-12-13,23,17_24,low_valley,215.95,210.46,rt<216,210.464,328.401,73186.4685,76563.885,12382.08,-14.475,12367.605,11614.7425,21278.7424,23659.1247,60818.86350000001,0.1689875909002239,
2025-12-14 00:00:00,2025-12-13,24,17_24,low_valley,215.95,160.53,rt<216,160.529,328.14,69622.9615,73070.6675,12499.315,-14.08,12485.235,11471.665,20539.1439,20824.5424,57137.726500000004,0.17932639935471195,
2025-12-14 00:00:00,2025-12-13,24,17_24,spread_extreme,126.33,167.61,|rt-da|>126,160.529,328.14,69622.9615,73070.6675,12499.315,-14.08,12485.235,11471.665,20539.1439,20824.5424,57137.726500000004,0.17932639935471195,167.611
2025-12-14 07:00:00,2025-12-14,7,1_8,spread_extreme,160.79,200.42,|rt-da|>161,70.471,270.889,68566.3375,71669.4775,10286.235,-14.33,10271.905,10219.52,17830.7389,24851.8008,58294.432499999995,0.14980973715421075,200.418
2025-12-14 12:00:00,2025-12-14,12,9_16,spread_extreme,332.98,410.14,|rt-da|>333,-80.0,330.139,73864.23,92290.2225,6784.28,15495.21,22279.49,24900.8525,12663.0004,23494.1506,51584.73999999999,0.3016275942629298,410.139
2025-12-14 13:00:00,2025-12-14,13,9_16,spread_extreme,332.98,396.78,|rt-da|>333,-80.0,316.776,66142.2035,88078.835,5034.94,11486.8425,16521.7825,24592.7675,12020.7629,22199.5964,49620.421,0.24979183672799896,396.776
2025-12-14 14:00:00,2025-12-14,14,9_16,spread_extreme,332.98,412.36,|rt-da|>333,-80.0,332.358,66568.495,89032.4575,4934.315,11172.5225,16106.8375,22540.755,12713.0818,22370.7904,50461.657499999994,0.24195886503939154,412.358
2025-12-14 15:00:00,2025-12-14,15,9_16,spread_extreme,332.98,374.19,|rt-da|>333,-32.948,341.244,69191.011,87401.6625,5799.0625,11102.085,16901.1475,18340.7125,14125.2564,22754.8523,52289.8635,0.24426796564018002,374.192
2025-12-15 11:00:00,2025-12-15,11,9_16,spread_extreme,332.98,334.96,|rt-da|>333,-74.646,260.315,72826.256,83952.135,8544.89,12956.3825,21501.2725,23865.985,10986.1731,25037.8556,51324.983499999995,0.29524066837992596,334.961
2025-12-15 12:00:00,2025-12-15,12,9_16,low_valley,-80.0,-80.74,rt<-80,-80.738,216.921,67853.3763,81340.9775,6826.7,12543.2225,19369.9225,25200.565,9565.0285,23654.5331,48483.4538,0.28546733491204807,
2025-12-15 14:00:00,2025-12-15,14,9_16,low_valley,-80.0,-81.53,rt<-80,-81.527,243.478,67394.2163,80164.555,6534.7325,11644.5225,18179.255,23107.685,11597.9407,22382.6926,49214.961299999995,0.26974503147835477,
2025-12-18 11:00:00,2025-12-18,11,9_16,low_valley,-80.0,-81.22,rt<-80,-81.217,-57.106,72002.41,76603.0175,10442.06,13421.1375,23863.1975,26245.915,7569.4779,25192.8353,48139.21250000001,0.3314222051273808,
2025-12-18 12:00:00,2025-12-18,12,9_16,low_valley,-80.0,-80.08,rt<-80,-80.077,-78.383,68012.5,72757.3875,9142.9075,12936.5375,22079.445,27359.615,6744.7089,23935.3815,45933.055,0.32463804442938604,
2025-12-18 17:00:00,2025-12-18,17,17_24,low_valley,215.95,75.35,rt<216,75.354,88.492,80471.955,81166.43,15892.895,523.86,16416.755,16299.4975,21474.222,27309.257,64055.2,0.20400591731566534,
2025-12-18 18:00:00,2025-12-18,18,17_24,low_valley,215.95,96.18,rt<216,96.176,88.305,82370.79,82847.245,17245.6,-17.7625,17227.8375,17142.87,20729.0438,29122.4748,65142.95249999999,0.20914983937763015,
2025-12-18 19:00:00,2025-12-18,19,17_24,low_valley,215.95,23.7,rt<216,23.703,2.86,79838.3963,80133.9125,18364.19,-14.7325,18349.4575,18145.2375,16689.874,29336.9818,61488.93879999999,0.22983249098280895,
2025-12-18 20:00:00,2025-12-18,20,17_24,low_valley,215.95,-75.36,rt<216,-75.355,-16.793,78256.2765,78700.475,19070.01,-14.6025,19055.4075,18776.8925,14214.4524,29341.1009,59200.869000000006,0.24350005328409663,
2025-12-18 21:00:00,2025-12-18,21,17_24,low_valley,215.95,-80.0,rt<216,-80.0,9.699,77019.4663,77484.325,18974.145,-14.62,18959.525,19170.9325,13816.1557,28592.1094,58059.9413,0.2461653645286081,
2025-12-18 22:00:00,2025-12-18,22,17_24,low_valley,215.95,-51.52,rt<216,-51.524,-33.624,74889.6375,75464.235,18709.8925,-14.645,18695.2475,19332.9725,13724.464,26874.3856,56194.39,0.24963730793200364,
2025-12-18 23:00:00,2025-12-18,23,17_24,low_valley,215.95,-40.84,rt<216,-40.842,-36.598,70108.7675,70549.54,18116.7475,-14.185,18102.5625,19344.2675,12073.2131,24311.8307,52006.205,0.2582068283744673,
2025-12-19 00:00:00,2025-12-18,24,17_24,low_valley,215.95,-59.77,rt<216,-59.766,-26.254,66648.9948,67033.205,17474.835,-13.9775,17460.8575,19269.935,12360.3369,21230.2165,49188.1373,0.2619823082069975,
2025-12-19 03:00:00,2025-12-19,3,1_8,low_valley,52.51,36.83,rt<53,36.833,95.035,64433.9458,64041.875,18395.0475,-13.925,18381.1225,18702.4825,10213.6186,20183.3656,46052.823300000004,0.28527078807499157,
2025-12-19 04:00:00,2025-12-19,4,1_8,low_valley,52.51,-52.12,rt<53,-52.12,90.27,63467.083,63136.3725,17324.66,-13.9875,17310.6725,18344.3025,10276.9191,20214.1221,46156.4105,0.2727504035008588,
2025-12-19 05:00:00,2025-12-19,5,1_8,low_valley,52.51,13.18,rt<53,13.183,89.655,63786.9292,63565.5975,16550.82,-13.9675,16536.8525,17873.4525,11395.4665,20203.7739,47250.0767,0.25925142822845726,
2025-12-19 06:00:00,2025-12-19,6,1_8,low_valley,52.51,-45.62,rt<53,-45.616,46.277,65851.955,66088.115,15947.3375,-14.1125,15933.225,17233.4925,12109.5748,22106.166,49918.73,0.24195523120886003,
2025-12-19 07:00:00,2025-12-19,7,1_8,low_valley,52.51,2.03,rt<53,2.033,-12.973,70114.4175,70559.5225,14548.0675,-14.26,14533.8075,16378.865,14302.5696,25589.3631,55580.60999999999,0.20728700338881273,
2025-12-19 16:00:00,2025-12-19,16,9_16,high_spike,406.94,528.05,rt>407,528.051,347.308,79042.8723,75585.865,3729.1525,2303.26,6032.4125,8225.5575,32763.3404,24657.8864,73010.4598,0.07631823494902042,
2025-12-20 06:00:00,2025-12-20,6,1_8,spread_extreme,160.79,171.15,|rt-da|>161,74.052,245.2,64885.5055,65466.46,18000.255,-13.655,17986.6,15234.3775,9187.6003,22075.3809,46898.9055,0.27720520721269476,171.14799999999997
2025-12-20 07:00:00,2025-12-20,7,1_8,low_valley,52.51,9.65,rt<53,9.653,245.205,67064.0753,68772.7625,17957.3525,-13.7425,17943.61,15132.2875,8025.877,25491.2677,49120.465299999996,0.2675591949498543,
2025-12-20 07:00:00,2025-12-20,7,1_8,spread_extreme,160.79,235.55,|rt-da|>161,9.653,245.205,67064.0753,68772.7625,17957.3525,-13.7425,17943.61,15132.2875,8025.877,25491.2677,49120.465299999996,0.2675591949498543,235.55200000000002
2025-12-20 12:00:00,2025-12-20,12,9_16,spread_extreme,332.98,369.7,|rt-da|>333,62.854,432.558,78536.354,82159.59,13275.0525,6928.3375,20203.39,19856.7075,19402.6474,23580.3853,58332.96400000001,0.25724889135326434,369.704
2025-12-20 13:00:00,2025-12-20,13,9_16,spread_extreme,332.98,453.67,|rt-da|>333,-63.254,390.414,73378.8688,77930.2325,13631.9,8315.5775,21947.4775,20140.735,13474.5223,22621.9033,51431.391299999996,0.29909806264292016,453.668
2025-12-20 14:00:00,2025-12-20,14,9_16,spread_extreme,332.98,494.82,|rt-da|>333,-80.0,414.823,75107.3088,79470.8,12428.7325,9244.1925,21672.925,19739.375,15441.0949,22642.7949,53434.383799999996,0.28855946702638885,494.823
2025-12-21 07:00:00,2025-12-21,7,1_8,low_valley,52.51,23.58,rt<53,23.582,89.364,67455.6975,67963.95,11201.4625,-15.075,11186.3875,9891.585,14668.765,25716.0709,56269.31,0.16583310102666524,
2025-12-22 14:00:00,2025-12-22,14,9_16,high_spike,406.94,449.44,rt>407,449.436,435.28,89422.1625,84165.1975,6389.145,3504.4775,9893.6225,13717.7325,41153.1342,22732.5341,79528.54000000001,0.11063949050542815,
2025-12-22 15:00:00,2025-12-22,15,9_16,high_spike,406.94,596.81,rt>407,596.809,427.587,88937.639,84756.41,6351.9225,2589.0125,8940.935,11085.1675,41157.5056,23218.4328,79996.704,0.100530383980563,
2025-12-22 16:00:00,2025-12-22,16,9_16,high_spike,406.94,660.0,rt>407,660.002,331.254,87396.3375,84525.2675,6035.5375,987.2475,7022.785,8167.46,39965.6889,24745.5827,80373.55249999999,0.0803555984161973,
2025-12-23 09:00:00,2025-12-23,9,9_16,high_spike,406.94,435.93,rt>407,435.927,421.866,87989.395,89578.7175,1282.97,583.7175,1866.6875,2849.665,44831.7143,25688.231,86122.7075,0.021214914590421387,
2025-12-23 22:00:00,2025-12-23,22,17_24,spread_extreme,126.33,155.13,|rt-da|>126,263.802,108.668,77082.88,78597.8725,9958.0975,-10.625,9947.4725,14256.0875,24046.2305,27165.434,67135.4075,0.1290490508230817,155.13400000000001
2025-12-23 23:00:00,2025-12-23,23,17_24,spread_extreme,126.33,223.56,|rt-da|>126,254.652,31.095,72241.392,74068.29,9688.7675,-10.275,9678.4925,14003.055,22166.8188,24493.3626,62562.89950000001,0.1339743356365594,223.557
2025-12-24 00:00:00,2025-12-23,24,17_24,spread_extreme,126.33,165.57,|rt-da|>126,240.41,74.838,68647.6175,70412.7975,9242.985,-10.0075,9232.9775,13445.68,22066.1118,21432.7877,59414.63999999999,0.13449814916963462,165.572
2025-12-25 00:00:00,2025-12-24,24,17_24,low_valley,215.95,133.32,rt<216,133.323,208.147,68855.0775,70397.4925,14080.22,-10.21,14070.01,13288.235,17224.6026,21506.8488,54785.0675,0.2043423739949545,
2025-12-25 01:00:00,2025-12-25,1,1_8,low_valley,52.51,-80.0,rt<53,-80.0,-48.255,66826.805,67184.46,16556.385,-10.0675,16546.3175,16637.6025,13927.1153,20355.9182,50280.48749999999,0.24760000867202916,
2025-12-25 02:00:00,2025-12-25,2,1_8,low_valley,52.51,-60.25,rt<53,-60.25,-79.48,65599.412,65887.4125,17716.6425,-10.005,17706.6375,18525.805,11548.0821,20388.7327,47892.7745,0.26992067394294317,
2025-12-25 03:00:00,2025-12-25,3,1_8,low_valley,52.51,1.59,rt<53,1.587,-77.364,66846.834,66964.6425,18598.935,-10.1875,18588.7475,19546.3425,11947.7851,20320.5939,48258.086500000005,0.2780796992901594,
2025-12-25 04:00:00,2025-12-25,4,1_8,low_valley,52.51,-57.64,rt<53,-57.641,-70.434,65891.6263,66178.5925,19164.7,-10.12,19154.58,19933.585,10239.1943,20517.8293,46737.0463,0.29069824304963343,
2025-12-25 05:00:00,2025-12-25,5,1_8,low_valley,52.51,-80.0,rt<53,-80.0,-70.521,66041.0888,66599.5575,18892.84,-10.135,18882.705,20017.64,10896.5987,20296.7342,47158.383799999996,0.2859235869706128,
2025-12-25 06:00:00,2025-12-25,6,1_8,low_valley,52.51,-80.0,rt<53,-80.0,-79.48,68410.1665,68909.9625,17805.6925,-10.435,17795.2575,19733.87,12381.9386,22238.4871,50614.90900000001,0.2601259199887891,
2025-12-25 07:00:00,2025-12-25,7,1_8,low_valley,52.51,-59.9,rt<53,-59.902,-41.702,72994.0115,73669.2975,17735.1925,-10.785,17724.4075,19061.7225,13593.5247,25718.0356,55269.60399999999,0.24282002226404287,
2025-12-25 08:00:00,2025-12-25,8,1_8,low_valley,52.51,-80.0,rt<53,-80.0,51.823,78851.1313,80563.215,17580.94,907.2075,18488.1475,19038.2775,18528.9253,25881.2061,60362.983799999995,0.23446902020104954,
2025-12-25 10:00:00,2025-12-25,10,9_16,low_valley,-80.0,-81.05,rt<-80,-81.047,-28.49,74324.2625,80681.385,10101.55,8620.25,18721.8,26599.18,14379.4164,25383.5914,55602.462499999994,0.2518935185866266,
2025-12-26 11:00:00,2025-12-26,11,9_16,low_valley,-80.0,-87.66,rt<-80,-87.66,198.863,71908.8863,76726.16,5072.06,14313.1175,19385.1775,19370.365,11650.4264,25269.5025,52523.70879999999,0.2695797208766422,
2025-12-26 12:00:00,2025-12-26,12,9_16,low_valley,-80.0,-84.8,rt<-80,-84.801,193.41,67231.7675,73563.435,4254.3,12814.685,17068.985,20546.4525,10621.724,23967.714,50162.7825,0.2538827347869617,
2025-12-28 07:00:00,2025-12-28,7,1_8,low_valley,52.51,-6.22,rt<53,-6.225,119.009,67681.435,68095.9775,10354.84,-10.0625,10344.7775,9877.7275,15833.6291,25699.9272,57336.6575,0.15284512656198185,
2025-12-29 13:00:00,2025-12-29,13,9_16,low_valley,-80.0,-82.44,rt<-80,-82.445,208.835,62132.4593,67973.7725,2271.095,13980.105,16251.2,18723.57,7641.3502,22684.528,45881.259300000005,0.2615573273692134,
2025-12-29 14:00:00,2025-12-29,14,9_16,low_valley,-80.0,-84.99,rt<-80,-84.99,242.195,65495.7415,71289.9175,2115.9275,12343.0625,14458.99,16511.1375,12728.5691,22777.2781,51036.7515,0.22076229181697832,
2025-12-30 20:00:00,2025-12-30,20,17_24,low_valley,215.95,181.97,rt<216,181.972,285.996,78678.6088,80826.44,13421.265,-10.625,13410.64,10902.74,19706.8483,29651.9713,65267.9688,0.17044836204952718,
2025-12-30 21:00:00,2025-12-30,21,17_24,low_valley,215.95,123.24,rt<216,123.238,280.023,77490.8963,79384.245,13259.6325,-10.6675,13248.965,11449.4175,19442.6373,28893.5503,64241.9313,0.1709744709494379,
2025-12-30 21:00:00,2025-12-30,21,17_24,spread_extreme,126.33,156.79,|rt-da|>126,123.238,280.023,77490.8963,79384.245,13259.6325,-10.6675,13248.965,11449.4175,19442.6373,28893.5503,64241.9313,0.1709744709494379,156.78500000000003
2025-12-30 23:00:00,2025-12-30,23,17_24,low_valley,215.95,157.09,rt<216,157.085,265.387,70893.595,72449.435,13898.745,-10.195,13888.55,11573.115,16660.8017,24401.8874,57005.045,0.19590697859293113,
2025-12-31 00:00:00,2025-12-30,24,17_24,low_valley,215.95,113.27,rt<216,113.274,256.189,67424.6525,68635.65,13730.9875,-9.6275,13721.36,11411.17,16385.237,21402.157,53703.292499999996,0.20350657347421902,
2025-12-31 00:00:00,2025-12-30,24,17_24,spread_extreme,126.33,142.92,|rt-da|>126,113.274,256.189,67424.6525,68635.65,13730.9875,-9.6275,13721.36,11411.17,16385.237,21402.157,53703.292499999996,0.20350657347421902,142.91500000000002
2025-12-31 06:00:00,2025-12-31,6,1_8,spread_extreme,160.79,196.57,|rt-da|>161,8.651,205.221,65969.035,67459.5225,15042.5175,-9.82,15032.6975,13320.4825,12671.1539,22327.3361,50936.3375,0.22787505528497193,196.57
2025-12-31 06:00:00,2025-12-31,6,1_8,low_valley,52.51,8.65,rt<53,8.651,205.221,65969.035,67459.5225,15042.5175,-9.82,15032.6975,13320.4825,12671.1539,22327.3361,50936.3375,0.22787505528497193,
2025-12-31 07:00:00,2025-12-31,7,1_8,low_valley,52.51,-30.48,rt<53,-30.476,214.213,70401.664,72236.1925,14961.76,-10.175,14951.585,12730.1725,13857.9225,25691.1523,55450.079000000005,0.2123754489364945,
2025-12-31 07:00:00,2025-12-31,7,1_8,spread_extreme,160.79,244.69,|rt-da|>161,-30.476,214.213,70401.664,72236.1925,14961.76,-10.175,14951.585,12730.1725,13857.9225,25691.1523,55450.079000000005,0.2123754489364945,244.689
2025-12-31 11:00:00,2025-12-31,11,9_16,low_valley,-80.0,-86.88,rt<-80,-86.882,364.118,77095.0665,88188.5475,9664.3,11701.71,21366.01,18162.475,14661.9297,25199.9863,55729.056500000006,0.2771384858618497,
2025-12-31 11:00:00,2025-12-31,11,9_16,spread_extreme,332.98,451.0,|rt-da|>333,-86.882,364.118,77095.0665,88188.5475,9664.3,11701.71,21366.01,18162.475,14661.9297,25199.9863,55729.056500000006,0.2771384858618497,451.0
2025-12-31 12:00:00,2025-12-31,12,9_16,low_valley,-80.0,-84.29,rt<-80,-84.292,379.339,74268.4175,86059.6375,8019.195,12423.54,20442.735,18553.1725,13838.3247,24100.1168,53825.682499999995,0.27525475411196765,
2025-12-31 12:00:00,2025-12-31,12,9_16,spread_extreme,332.98,463.63,|rt-da|>333,-84.292,379.339,74268.4175,86059.6375,8019.195,12423.54,20442.735,18553.1725,13838.3247,24100.1168,53825.682499999995,0.27525475411196765,463.631
2025-12-31 13:00:00,2025-12-31,13,9_16,low_valley,-80.0,-85.98,rt<-80,-85.985,292.264,69929.4175,81927.1675,6249.1275,11160.51,17409.6375,17983.1625,14016.0352,22653.115,52519.78,0.2489601389502551,
2025-12-31 13:00:00,2025-12-31,13,9_16,spread_extreme,332.98,378.25,|rt-da|>333,-85.985,292.264,69929.4175,81927.1675,6249.1275,11160.51,17409.6375,17983.1625,14016.0352,22653.115,52519.78,0.2489601389502551,378.249
