task,period,n,MAE,MSE,RMSE,R2,sMAPE
da,overall,1,116.50287353515625,13572.919541948611,116.50287353515625,,21.725535791256068
da,1_8,0,,,,,
da,9_16,0,,,,,
da,17_24,1,116.50287353515625,13572.919541948611,116.50287353515625,,21.725535791256068
rt,overall,0,,,,,
rt,1_8,0,,,,,
rt,9_16,0,,,,,
rt,17_24,0,,,,,
