时刻,日前电价,实时电价,地方电厂总加预测值,联络线受电负荷预测值,风电总加预测值,光伏总加预测值,核电总加预测值,自备机组总加预测值,试验机组总加预测值,直调负荷预测值,竞价空间预测值,新能源总加预测值,地方电厂总加实际值,联络线受电负荷实际值,风电总加实际值,光伏总加实际值,核电总加实际值,自备机组总加实际值,试验机组总加实际值,直调负荷实际值,竞价空间实际值,新能源总加实际值
2022/1/1 1:00,277.35,150.9575,8140,9412.0,8930.405,0.0,2465.0,4815.0,0,60165.135,26402.73,8930.405,8138.1105,10414.0712,9161.15,-5.9225,2466.2175,4891.83,0.0,57775.9629,22710.5062,9155.2275
2022/1/1 2:00,274.5,123.925,8140,8377.0,9203.1,0.0,2465.0,4815.0,0,58901.3925,25901.2925,9203.1,8147.6774,9570.5045,9633.4325,-5.89,2467.12,4905.7325,0.0,56396.4082,21677.8313,9627.5425
2022/1/1 3:00,256.4925,8.93,8140,8023.0,9437.2575,0.0,2465.0,4815.0,0,57836.095,24955.8375,9437.2575,8153.4923,9236.0576,10002.9275,-6.1075,2467.785,4874.355,0.0,55270.7354,20542.2255,9996.82
2022/1/1 4:00,238.18,-80.0,8140,8023.0,9667.0875,0.0,2465.0,4815.0,0,57091.075,23980.9875,9667.0875,8163.1714,9038.3808,10585.1425,-6.025,2468.695,4829.3475,0.0,54293.8496,19215.1374,10579.1175
2022/1/1 5:00,238.45,-13.25,8140,8023.0,9925.3275,0.0025,2465.0,4815.0,0,57023.34,23655.01,9925.33,8148.0881,9160.0395,11074.515,-6.2775,2468.645,4814.3825,0.0,54202.2656,18542.873,11068.2375
2022/1/1 6:00,264.6,77.7225,8140,8094.25,10207.7,2.9,2465.0725,4815.0,0,58543.8525,24818.93,10210.6,8137.0586,9199.3284,11179.71,-6.0125,2467.5475,4806.9525,0.0,55023.0879,19238.5034,11173.6975
2022/1/1 7:00,268.165,176.8525,8140,8806.75,10395.7625,9.1225,2466.715,4815.0,0,60611.635,25978.285,10404.885,8178.7133,9888.4257,11591.8625,-6.19,2467.455,4825.47,0.0,56030.5088,19084.7723,11585.6725
2022/1/1 8:00,325.68,204.9725,8140,9736.75,10432.335,219.5375,2513.2475,4815.0,0,63518.72,27661.85,10651.8725,8167.8383,11108.3237,12096.6825,70.74,2468.2625,4776.095,0.0,58674.5615,19986.6195,12167.4225
2022/1/1 9:00,292.165,-7.75,8140,10895.75,10326.8325,1322.905,2750.67,4815.0,0,66384.555,28133.3975,11649.7375,8172.7799,12810.0067,11105.6325,1048.2025,2467.025,4756.935,0.0,60377.9678,20017.3862,12153.835
2022/1/1 10:00,158.9575,-80.0,8140,12093.0,9148.6925,2869.5925,3059.785,4815.0,0,66157.395,26031.325,12018.285,8175.8312,13364.7134,7916.005,2017.0325,2467.31,4767.9575,0.0,58050.1748,19341.3252,9933.0375
2022/1/1 11:00,-80.0,-80.0,8140,12003.25,8239.75,4115.3775,3302.46,4815.0,0,64416.5575,23800.72,12355.1275,8162.228,13375.5726,3943.825,2149.2025,2467.9275,4720.6525,0.0,55081.5811,20262.173,6093.0275
2022/1/1 12:00,-80.0,-80.0,8140,9567.25,7942.955,4837.4925,3441.4025,4815.0,0,61612.2675,22868.1675,12780.4475,8172.5823,10989.5479,2617.2925,2233.695,2467.025,4710.2275,0.0,52501.8594,21311.4892,4850.9875
2022/1/1 13:00,-80.0,-80.0,8140,8896.0,7543.4875,4948.33,3462.8075,4815.0,0,57885.9625,20080.3375,12491.8175,8165.5157,10320.3907,2478.285,2430.8,2468.0725,4640.7175,0.0,50017.957,19514.1756,4909.085
2022/1/1 14:00,-80.0,-80.0,8140,9053.75,6854.0275,4552.4275,3370.82,4815.0,0,57507.65,20721.625,11406.455,8170.9692,10132.6567,2576.0325,2763.82,2467.7875,4664.14,0.0,50620.5293,19845.1234,5339.8525
2022/1/1 15:00,74.25,-15.0,8140,10631.25,6052.4625,3470.5975,3154.1925,4815.0,0,58580.19,22316.6875,9523.06,8189.0507,11485.6144,2562.1675,2357.67,2467.1675,4761.075,0.0,52100.6943,20277.9492,4919.8375
2022/1/1 16:00,378.47,267.65,8140,10789.0,5281.35,1846.8175,2836.7475,4815.0,0,61453.875,27744.96,7128.1675,8217.3063,11497.0096,4333.3775,1462.2975,2467.5975,4760.7925,0.0,55759.5273,23021.1464,5795.675
2022/1/1 17:00,569.285,365.65,8140,10789.0,4990.8075,380.465,2544.19,4815.0,0,66270.615,34611.1525,5371.2725,8176.4639,12749.991,4014.9575,257.44,2468.12,4829.0575,0.0,60605.6426,28109.6127,4272.3975
2022/1/1 18:00,817.055,538.865,8140,11365.5,5291.5325,18.9975,2467.11,4815.0,0,69981.73,37883.59,5310.53,8160.0515,13209.1409,4029.3175,103.6575,2467.12,4862.73,0.0,65159.2627,32327.2453,4132.975
2022/1/1 19:00,613.0,435.315,8140,11623.0,5968.8925,7.63,2465.18,4815.0,0,69638.5475,36618.845,5976.5225,8172.0146,13863.4639,4291.635,77.7025,2467.12,4869.1375,0.0,64342.2607,30601.1872,4369.3375
2022/1/1 20:00,502.755,389.525,8140,11623.0,6986.5675,5.575,2465.0,4815.0,0,68691.7175,34656.575,6992.1425,8182.1321,13806.3977,5213.9775,9.62,2467.9275,4855.4675,0.0,63688.6875,29153.1652,5223.5975
2022/1/1 21:00,483.37,416.07,8140,11623.0,8145.135,0.0075,2465.0,4815.0,0,67891.1975,32703.055,8145.1425,8206.3489,12576.5549,6617.9775,8.3325,2468.26,4878.18,0.0,63180.9736,28425.3198,6626.31
2022/1/1 22:00,413.275,333.135,8140,10764.5,9185.215,0.0,2465.0,4815.0,0,66642.4775,31272.7625,9185.215,8225.5715,11824.2676,8096.155,8.5675,2468.8325,4876.1075,0.0,61353.2529,25853.7513,8104.7225
2022/1/1 23:00,298.59,224.9825,8140,9322.25,10063.8075,0.0,2465.0,4815.0,0,61873.09,27067.0325,10063.8075,8210.2661,10588.6383,9267.1975,8.495,2467.4525,4886.645,0.0,58000.3379,22571.6435,9275.6925
2022/1/2 0:00,265.45,85.5,8140,8094.25,10706.895,0.0,2465.0,4815.0,0,59673.695,25452.55,10706.895,8224.7338,9216.1197,10726.9125,8.5775,2467.5475,4880.7475,0.0,56231.2314,20706.5929,10735.49
2022/1/2 1:00,-80.0,-80.0,8140,10478.0,11081.8425,0.0,2463.0,5035.0,0,57402.155,20204.3125,11081.8425,8231.9117,10253.0917,10677.0025,-87.455,2468.26,4728.0825,0.0,54326.5127,18055.6193,10589.5475
2022/1/2 2:00,-80.0,-80.0,8140,10478.0,11105.475,0.0,2463.0,5035.0,0,56141.4725,18919.9975,11105.475,8225.2059,10364.7838,9461.935,-75.465,2467.6425,4717.125,0.0,53284.2939,18123.0667,9386.47
2022/1/2 3:00,-80.0,-80.0,8140,10478.0,10710.2175,0.0,2463.0,5035.0,0,54978.7925,18152.575,10710.2175,8244.7954,10488.4305,8328.935,4.9625,2467.6425,4737.585,0.0,52428.1533,18155.8024,8333.8975
2022/1/2 4:00,-80.0,-80.0,8140,10478.0,9993.6125,0.0,2463.0,5035.0,0,54252.0525,18142.44,9993.6125,8242.1653,10538.6046,7887.38,8.5025,2467.0725,4772.355,0.0,52085.9453,18169.8654,7895.8825
2022/1/2 5:00,-80.0,-80.0,8140,10478.0,9012.07,0.005,2463.0,5035.0,0,54217.4375,19089.3625,9012.075,8268.1331,10493.902,7294.015,-6.1525,2467.3575,4609.89,0.0,52226.1514,19099.0063,7287.8625
2022/1/2 6:00,76.75,36.4525,8140,10549.25,7841.6325,7.9575,2463.0725,5035.0,0,55237.69,21200.7775,7849.59,8254.2849,10608.1717,7838.82,-6.2125,2468.0225,4571.805,0.0,53798.7588,20063.8672,7832.6075
2022/1/2 7:00,232.75,179.4275,8140,11306.75,6582.9325,9.115,2464.505,5035.0,0,57224.3325,23686.03,6592.0475,8219.476,11320.3278,7613.645,-6.17,2467.12,4790.815,0.0,55756.6338,21351.42,7607.475
2022/1/2 8:00,376.075,289.5075,8140,12970.75,5425.8225,263.385,2518.57,5035.0,0,61520.71,27167.1825,5689.2075,8203.5038,12892.7686,6684.52,190.97,2467.5,4889.435,0.0,60335.1299,25006.4325,6875.49
2022/1/2 9:00,442.53,304.5,8140,15238.25,4057.79,1574.6925,2789.63,5035.0,0,65490.1325,28654.77,5632.4825,8182.1782,15066.8097,5052.9225,1790.6275,2466.835,4932.7625,0.0,63339.834,25847.6986,6843.55
2022/1/2 10:00,335.7275,-60.0,8140,16153.0,2671.0075,3324.59,3137.895,5035.0,0,63958.28,25496.7875,5995.5975,8148.9662,16223.4902,3145.875,3951.5125,2466.645,4900.89,0.0,60593.2559,21755.877,7097.3875
2022/1/2 11:00,213.2125,-80.0,8140,16081.75,1661.6975,4545.6325,3389.8775,5035.0,0,61410.47,22556.5125,6207.33,8161.8896,15992.1331,1820.165,5184.035,2467.88,4757.525,0.0,57327.2578,18943.6301,7004.2
2022/1/2 12:00,215.8525,-80.0,8140,13209.75,1077.115,5139.1625,3508.9025,5035.0,0,58867.3325,22757.4025,6216.2775,8138.107,13256.8843,1177.7075,5667.875,2467.55,4812.7425,0.0,54479.041,18958.1747,6845.5825
2022/1/2 13:00,197.7775,-80.0,8140,12183.0,772.5575,5143.71,3508.0275,5035.0,0,56865.325,22083.03,5916.2675,8155.5428,12814.0121,694.2025,4279.63,2467.74,4793.725,0.0,51940.1064,18735.254,4973.8325
2022/1/2 14:00,298.65,43.625,8140,12254.25,605.63,4637.5225,3390.5175,5035.0,0,58736.2725,24673.3525,5243.1525,8145.374,12785.1086,550.3975,4347.9475,2467.74,4797.16,0.0,53944.3223,20850.5947,4898.345
2022/1/2 15:00,389.8575,202.1375,8140,13534.75,538.695,3467.725,3156.59,5035.0,0,60593.915,26721.155,4006.42,8162.7507,13556.7381,422.3175,3858.46,2467.5475,4851.9375,0.0,55992.5439,22672.7926,4280.7775
2022/1/2 16:00,583.45,434.8153,8140,13606.0,565.725,1812.5825,2831.395,5035.0,0,63840.1,31849.3975,2378.3075,8179.9741,13709.5104,422.9725,1800.395,2468.025,4839.1175,0.0,60269.8105,28849.816,2223.3675
2022/1/2 17:00,890.41,761.7315,8140,15198.25,744.465,355.1025,2542.3725,5035.0,0,68475.8875,36460.6975,1099.5675,8166.9009,15156.6318,608.3125,294.72,2467.215,4879.72,0.0,65867.7188,34294.2186,903.0325
2022/1/2 18:00,1034.9,1026.0318,8140,15873.0,1151.0,10.8375,2465.7075,5035.0,0,71986.08,39310.535,1161.8375,8217.0323,15818.9047,1224.6125,61.8925,2466.7875,4904.1375,0.0,69844.3711,37151.0041,1286.505
2022/1/2 19:00,881.5,749.75,8140,16473.0,1813.43,4.4775,2463.18,5035.0,0,70438.4425,36509.355,1817.9075,8232.8038,16504.6166,2273.54,76.9175,2467.31,4914.725,0.0,68480.5918,34010.6789,2350.4575
2022/1/2 20:00,725.14,509.205,8140,16473.0,2621.59,5.22,2463.0,5035.0,0,69406.5175,34668.7075,2626.81,8229.6622,16528.7191,3471.2525,-2.1125,2466.79,4931.5125,0.0,67394.9258,31769.102,3469.14
2022/1/2 21:00,698.145,498.245,8140,14881.5,3299.3225,0.015,2463.0,5035.0,0,68004.8625,34186.025,3299.3375,8223.1976,14968.0925,4581.4725,-5.84,2466.7875,4940.415,0.0,66497.2676,31323.1425,4575.6325
2022/1/2 22:00,597.77,511.14,8140,13926.0,3757.15,0.0,2463.0,5035.0,0,66032.365,32711.215,3757.15,8231.0153,13879.3167,4846.89,-5.6925,2468.165,4934.34,0.0,64525.5742,30171.5397,4841.1975
2022/1/2 23:00,496.18,448.525,8140,12262.5,4113.2025,0.0,2463.0,5035.0,0,62229.5,30215.7975,4113.2025,8218.5899,12386.4337,4803.56,-5.5375,2467.455,4949.1225,0.0,61237.835,28418.2114,4798.0225
2022/1/3 0:00,485.93,437.14,8140,10549.25,4469.035,0.0,2463.0,5035.0,0,60422.66,29766.375,4469.035,8214.9379,10496.8762,4973.715,-5.6375,2467.93,4953.84,0.0,59260.084,28158.4224,4968.0775
2022/1/3 1:00,235.21,336.77,8200,10728.0,5627.985,0.0,2463.0,5285.0,0,57969.4825,25665.4975,5627.985,8193.6603,10531.4986,5614.6775,-5.5375,2466.93,4937.99,0.0,57677.4531,25938.2342,5609.14
2022/1/3 2:00,182.525,214.72,8200,10728.0,6035.05,0.0,2463.0,5285.0,0,56843.925,24132.875,6035.05,8182.0968,10480.3565,6437.585,-5.59,2466.93,4927.765,0.0,56408.3184,23919.1751,6431.995
2022/1/3 3:00,150.5625,157.3075,8200,10728.0,6241.1675,0.0,2463.0,5285.0,0,55646.8625,22729.695,6241.1675,8202.4206,10494.3214,6929.5125,-5.535,2466.74,4935.5225,0.0,55403.3906,22380.4086,6923.9775
2022/1/3 4:00,139.975,157.075,8200,10728.0,6200.1925,0.0,2463.0,5285.0,0,55110.2825,22234.09,6200.1925,8204.0239,10446.3524,7111.6575,-5.575,2466.075,4882.56,0.0,54931.0918,21825.998,7106.0825
2022/1/3 5:00,154.0375,159.25,8200,10728.0,6035.26,0.005,2463.0,5285.0,0,55535.1175,22823.8525,6035.265,8185.6842,10467.5354,7097.4275,-5.5125,2467.2625,4858.965,0.0,55041.9717,21970.6096,7091.915
2022/1/3 6:00,205.92,257.0625,8200,10799.25,5710.3025,7.21,2463.0,5285.0,0,56811.1975,24346.435,5717.5125,8208.6982,10528.2421,6671.07,-5.595,2467.6425,4934.18,0.0,56721.1563,23916.9185,6665.475
2022/1/3 7:00,333.95,360.045,8200,11556.75,5209.485,17.8675,2463.0,5285.0,0,58650.0975,25917.995,5227.3525,8212.5875,11352.5742,6064.905,-5.6675,2467.6925,5015.6575,0.0,58643.4258,25535.6766,6059.2375
2022/1/3 8:00,467.7,449.895,8200,13298.75,4618.4925,236.1,2463.0,5285.0,0,63251.6025,29150.26,4854.5925,8188.2689,12951.1047,4959.605,104.4725,2467.3575,5111.2225,0.0,63086.6787,29304.6476,5064.0775
2022/1/3 9:00,502.46,600.955,8200,15691.25,3908.105,1402.6575,2463.0,5285.0,0,67881.525,30931.5125,5310.7625,8143.3293,15291.3724,3531.2,928.93,2466.93,5165.26,0.0,68056.0898,32529.0681,4460.13
2022/1/3 10:00,386.77,511.45,8200,16653.0,2621.55,2992.5425,2463.0,5285.0,0,67072.9625,28857.87,5614.0925,8108.2474,16334.5276,2176.335,2251.585,2466.645,5179.1725,0.0,67009.1035,30492.591,4427.92
2022/1/3 11:00,253.895,417.48,8200,16581.75,1766.0175,4165.73,2463.0,5285.0,0,65602.1275,27140.63,5931.7475,8046.3009,16027.2711,1342.4775,3336.2675,2467.595,5113.545,0.0,64398.4277,28064.9707,4678.745
2022/1/3 12:00,227.975,413.1,8200,13631.5,1572.45,4785.1025,2463.0,5285.0,0,63683.5875,27746.535,6357.5525,8048.5524,13142.6109,1186.3875,3974.815,2467.785,5166.235,0.0,61302.7246,27316.3388,5161.2025
2022/1/3 13:00,158.9625,307.055,8200,12558.0,1584.53,4845.7225,2463.0,5285.0,0,60945.9475,26009.695,6430.2525,8087.4455,12316.9165,956.3425,4084.8925,2467.88,5109.275,0.0,58545.8691,25523.1171,5041.235
2022/1/3 14:00,233.415,482.5,8200,12629.25,1725.4425,4426.47,2463.0,5285.0,0,62501.2425,27772.08,6151.9125,8099.9662,12282.3779,1014.25,3699.8475,2469.645,5153.38,0.0,60639.2646,27919.798,4714.0975
2022/1/3 15:00,326.965,506.255,8200,13909.75,1888.2425,3381.005,2463.0,5285.0,0,63779.7775,28652.78,5269.2475,8091.8785,13612.5562,1060.195,2828.8275,2469.7875,5137.9975,0.0,62268.6748,29067.4326,3889.0225
2022/1/3 16:00,525.105,653.135,8200,13981.0,2002.8125,1829.995,2463.0,5285.0,0,66254.2325,32492.425,3832.8075,8054.0772,13578.4547,1293.4975,1389.655,2468.5975,5163.7425,0.0,65248.6064,33300.582,2683.1525
2022/1/3 17:00,815.87,926.0675,8200,15651.25,2240.675,391.635,2463.0,5285.0,0,70331.58,36100.02,2632.31,8081.5856,15136.1313,1762.12,259.1125,2470.025,5191.88,0.0,69412.918,36512.0636,2021.2325
2022/1/3 18:00,1022.2925,1034.5625,8200,16373.0,2617.28,19.9075,2463.0,5285.0,0,73400.065,38441.8775,2637.1875,8094.3726,15826.6351,2430.7725,98.285,2469.0725,5194.31,0.0,72205.3262,38091.8785,2529.0575
2022/1/3 19:00,812.1,801.6,8200,16973.0,2970.9775,7.57,2463.0,5285.0,0,72037.9025,36138.355,2978.5475,8100.1907,16369.2797,2562.7425,47.205,2468.7375,5195.805,0.0,70619.7871,35875.8267,2609.9475
2022/1/3 20:00,689.3,686.2,8200,16973.0,3209.0475,5.2275,2463.0,5285.0,0,70837.32,34702.045,3214.275,8107.0701,16393.6766,2713.0375,2.525,2468.74,5204.5975,0.0,69575.1797,34685.533,2715.5625
2022/1/3 21:00,734.68,760.5,8200,15303.25,3286.715,0.0,2463.0,5285.0,0,69591.8,35053.835,3286.715,8104.0148,14926.7899,2890.4225,1.6275,2469.2125,5214.3025,0.0,68551.3613,34944.9916,2892.05
2022/1/3 22:00,620.3875,631.625,8200,14301.0,3279.225,0.0,2463.0,5285.0,0,67093.955,33565.73,3279.225,8149.8056,13978.4101,2565.425,1.725,2469.1225,5211.545,0.0,65666.3115,33290.2783,2567.15
2022/1/3 23:00,504.56,511.05,8200,12559.25,3289.7175,0.0,2463.0,5285.0,0,63092.015,31295.0475,3289.7175,8169.9592,12312.4878,2493.7775,1.8275,2468.9775,5202.7025,0.0,61858.082,31208.35,2495.605
2022/1/4 0:00,501.2075,506.275,8200,10799.25,3292.1625,0.0,2463.0,5285.0,0,61423.4075,31383.995,3292.1625,8163.3664,10566.932,2731.035,1.8125,2468.1675,5167.255,0.0,60506.9844,31408.416,2732.8475
2022/1/4 1:00,317.9075,432.86,8200,10828.0,3988.5475,0.0,2463.0,5335.0,0,58687.0675,27872.52,3988.5475,8150.7776,10817.731,2721.2475,1.7425,2468.645,5195.5175,0.0,58875.2188,29519.5577,2722.99
2022/1/4 2:00,311.93,361.6925,8200,10828.0,4168.805,0.0,2463.0,5335.0,0,57544.095,26549.29,4168.805,8144.3312,10871.0722,3011.175,1.7325,2468.2175,5179.3175,0.0,57749.9551,28074.1092,3012.9075
2022/1/4 3:00,299.035,314.98,8200,10828.0,4270.4675,0.0,2463.0,5335.0,0,56673.9825,25577.515,4270.4675,8153.5369,10832.6035,2936.0025,1.7425,2468.025,5211.36,0.0,56865.3867,27262.1163,2937.745
2022/1/4 4:00,284.1,310.145,8200,10828.0,4291.9225,0.0,2463.0,5335.0,0,56206.7425,25088.82,4291.9225,8150.465,10801.9077,2917.16,1.7175,2468.2625,5169.3125,0.0,56344.2461,26835.4209,2918.8775
2022/1/4 5:00,285.655,311.82,8200,10828.0,4317.825,0.005,2463.0,5335.0,0,56395.475,25251.645,4317.83,8155.4175,10786.941,3241.0025,1.8475,2467.4525,5144.625,0.0,56755.7012,26958.4152,3242.85
2022/1/4 6:00,313.46,319.8075,8200,10899.25,4384.9075,5.9925,2463.09,5335.0,0,57799.065,26510.825,4390.9,8190.3843,10934.8303,3637.0325,1.7575,2468.12,5169.985,0.0,58735.5752,28333.4656,3638.79
2022/1/4 7:00,329.51,334.4125,8200,11656.75,4437.3375,9.47,2464.9925,5335.0,0,61664.05,29560.5,4446.8075,8142.0364,11766.7919,3921.25,1.61,2467.6925,5172.7225,0.0,62777.3916,31305.2883,3922.86
2022/1/4 8:00,350.1425,376.75,8200,13430.25,4454.6375,215.845,2508.1775,5335.0,0,65534.3775,31390.4675,4670.4825,8123.7342,13408.7917,4022.3575,129.7225,2468.2625,5200.3325,0.0,67074.9033,33721.7024,4152.08
2022/1/4 9:00,368.1175,386.6225,8200,15872.75,4266.68,1215.705,2703.79,5335.0,0,69984.31,32390.385,5482.385,8073.6656,15783.5923,3810.73,1071.6075,2466.93,5225.81,0.0,72409.7012,35977.3658,4882.3375
2022/1/4 10:00,334.9975,346.69,8200,16853.0,3457.37,2483.9925,2941.2225,5335.0,0,69241.64,29971.055,5941.3625,8051.0518,16912.7975,3106.075,2466.1475,2468.835,5186.3125,0.0,71696.7617,33505.5424,5572.2225
2022/1/4 11:00,324.755,341.315,8200,16781.75,2745.835,3359.965,3107.985,5335.0,0,67984.67,28454.135,6105.8,8073.6174,16900.8186,2152.325,3093.9875,2467.31,5001.44,0.0,70387.8828,32698.3843,5246.3125
2022/1/4 12:00,327.5125,372.795,8200,13800.5,2435.7225,3747.73,3179.0675,5335.0,0,66112.6225,29414.6025,6183.4525,8068.4636,14025.3008,2082.8425,3339.18,2467.74,5014.69,0.0,67756.1768,32757.9599,5422.0225
2022/1/4 13:00,319.7125,333.4325,8200,12708.0,2288.1275,3715.0675,3172.935,5335.0,0,64007.2525,28588.1225,6003.195,8069.2471,12671.6618,1971.82,3359.4225,2467.9275,5006.77,0.0,64866.1475,31319.2986,5331.2425
2022/1/4 14:00,329.32,359.36,8200,12779.25,2267.5175,3227.8825,3076.1775,5335.0,0,66285.18,31399.3525,5495.4,8048.9412,12931.7469,2055.685,2941.405,2468.165,4979.105,0.0,67417.8301,33992.782,4997.09
2022/1/4 15:00,339.4075,372.245,8200,14059.75,2470.2975,2298.8725,2896.9675,5335.0,0,67973.88,32712.9925,4769.17,8052.8348,14577.5793,2387.6,2035.09,2468.8825,4991.0625,0.0,68916.373,34403.3239,4422.69
2022/1/4 16:00,386.8275,421.16,8200,14131.0,2825.4775,1164.7675,2685.0475,5335.0,0,70137.9025,35796.61,3990.245,8057.47,14738.9951,2791.8575,903.61,2467.93,5010.4475,0.0,71171.5762,37201.2661,3695.4675
2022/1/4 17:00,458.6075,476.5625,8200,15832.75,3333.2825,258.395,2515.4825,5335.0,0,73191.0775,37716.1675,3591.6775,8091.8482,15885.2431,3235.145,142.9375,2468.3575,5036.175,0.0,73629.2734,38769.5671,3378.0825
2022/1/4 18:00,510.6075,487.75,8200,16573.0,3922.1025,15.12,2467.1525,5335.0,0,75384.0225,38871.6475,3937.2225,8101.0256,16632.9982,4102.14,61.68,2468.3075,5105.1275,0.0,74651.9355,38180.6567,4163.82
2022/1/4 19:00,398.3,371.5925,8200,17173.0,4390.0875,4.7525,2463.2875,5335.0,0,73802.295,36236.1675,4394.84,8104.1293,17047.6426,4614.0575,107.1825,2467.2625,5097.2675,0.0,72564.5078,35126.9659,4721.24
2022/1/4 20:00,361.3425,337.1375,8200,17173.0,4655.5275,4.6625,2463.0,5335.0,0,72422.16,34590.97,4660.19,8068.8771,17182.4038,4710.5875,23.3775,2468.885,5075.6725,0.0,71141.7832,33611.9798,4733.965
2022/1/4 21:00,360.4675,334.5525,8200,15472.25,4669.7975,0.015,2463.0,5335.0,0,70809.3675,34669.305,4669.8125,7996.7649,15463.844,4518.4,10.895,2468.785,5029.1575,0.0,69343.8633,33856.0169,4529.295
2022/1/4 22:00,342.4975,328.0375,8200,14451.0,4440.185,0.0,2463.0,5335.0,0,67915.025,33025.84,4440.185,8030.1097,14426.6756,4400.06,11.3425,2468.55,5007.4,0.0,66570.667,32226.5292,4411.4025
2022/1/4 23:00,328.22,322.5525,8200,12678.25,4103.6525,0.0,2463.0,5335.0,0,63694.0725,30914.17,4103.6525,8063.6021,12751.2279,4118.6125,11.09,2468.4075,5035.925,0.0,62861.8145,30412.9495,4129.7025
2022/1/5 0:00,328.985,329.0425,8200,10899.25,3742.2275,0.0,2463.0,5335.0,0,61860.9925,31221.515,3742.2275,8064.8793,10936.877,3730.2325,11.23,2468.405,5037.9,0.0,61179.7607,30930.2369,3741.4625
2022/1/5 1:00,339.66,307.13,8100,11478.0,3196.97,0.0,2463.0,5625.0,0,60895.63,30032.66,3196.97,8061.8966,11588.0624,3171.145,11.32,2468.36,5016.53,0.0,59589.2334,29271.9194,3182.465
2022/1/5 2:00,263.095,277.775,8100,11478.0,2891.4825,0.0,2463.0,5625.0,0,59885.445,29327.9625,2891.4825,8086.1848,12820.0688,2857.1525,11.29,2467.9775,5026.38,0.0,58440.9668,27171.9132,2868.4425
2022/1/5 3:00,237.84,220.0075,8100,11478.0,2668.945,0.0,2463.0,5625.0,0,59065.415,28730.47,2668.945,8117.8493,12844.487,2830.8575,11.2575,2468.3075,5022.7975,0.0,57390.0039,26094.4476,2842.115
2022/1/5 4:00,222.86,195.315,8100,11478.0,2514.815,0.0,2463.0,5625.0,0,58309.2475,28128.4325,2514.815,8127.9538,12732.7405,2890.3375,11.1225,2467.93,4995.4975,0.0,56720.8359,25495.2541,2901.46
2022/1/5 5:00,239.2175,165.25,8100,11478.0,2422.4925,0.005,2463.0,5625.0,0,58535.8475,28447.35,2422.4975,8129.4297,12809.0391,2882.45,11.145,2470.3125,4964.7025,0.0,56945.8408,25678.762,2893.595
2022/1/5 6:00,315.5,233.57,8100,11549.25,2359.7375,3.4075,2463.105,5625.0,0,60729.595,30629.095,2363.145,8077.1392,12963.2217,2796.65,11.0775,2471.5475,4795.6425,0.0,58945.1611,27829.8827,2807.7275
2022/1/5 7:00,408.81,365.1275,8100,12306.75,2286.215,14.795,2465.275,5625.0,0,64751.41,33953.375,2301.01,8060.1923,13711.4884,2549.8125,11.1275,2474.065,4891.33,0.0,62777.1074,31079.0917,2560.94
2022/1/5 8:00,511.0425,444.65,8100,14283.6825,2189.0725,144.4275,2493.315,5625.0,0,69390.58,36555.0825,2333.5,8051.7625,15284.158,2375.1925,46.1,2473.9225,4941.2525,0.0,67072.7021,33900.3141,2421.2925
2022/1/5 9:00,605.4275,621.0,8100,17051.1825,1973.4475,666.3225,2590.875,5625.0,0,73786.7125,37779.885,2639.77,8009.7452,17388.194,2064.9225,338.9575,2475.925,4928.7775,0.0,74146.0039,38939.4822,2403.88
2022/1/5 10:00,581.87,671.665,8100,18153.0,1488.4775,1350.875,2721.1925,5625.0,0,73607.04,36168.495,2839.3525,7986.9007,18324.4617,1446.6575,813.1075,2475.4475,4961.055,0.0,75287.7871,39280.1572,2259.765
2022/1/5 11:00,539.2,683.2,8100,18081.75,1071.4275,1971.615,2843.9675,5625.0,0,72047.765,34354.005,3043.0425,7991.7524,18248.7869,992.3925,1302.27,2475.4,4968.5275,0.0,74586.8027,38607.6734,2294.6625
2022/1/5 12:00,528.4375,788.285,8100,14897.6825,834.7925,2439.6175,2940.9175,5625.0,0,69430.6425,34592.6325,3274.41,8004.863,15409.9022,736.1025,1721.015,2476.5425,4961.5675,0.0,71665.6738,38355.6811,2457.1175
2022/1/5 13:00,453.005,627.98,8100,13683.0,661.1675,2618.77,2977.2325,5625.0,0,66338.565,32673.395,3279.9375,8024.0538,14501.152,555.095,2033.3525,2476.02,4969.6275,0.0,68407.1406,35847.8398,2588.4475
2022/1/5 14:00,539.92,803.065,8100,13754.25,527.4625,2425.1275,2942.315,5625.0,0,68122.2375,34748.0825,2952.59,8036.6997,14491.2518,469.67,1946.7925,2476.4,4975.525,0.0,69762.7012,37366.3622,2416.4625
2022/1/5 15:00,563.78,626.7725,8100,15034.75,451.53,1885.29,2833.0325,5625.0,0,68951.7225,35022.12,2336.82,8059.9221,15871.4435,367.425,1690.1125,2476.78,4993.8175,0.0,69829.0781,36369.5775,2057.5375
2022/1/5 16:00,651.2575,648.85,8100,15106.0,408.985,1043.6575,2670.9375,5625.0,0,70584.0925,37629.5125,1452.6425,8063.6354,15920.5422,266.0275,921.42,2476.78,4925.65,0.0,70854.4844,38280.4293,1187.4475
2022/1/5 17:00,842.66,835.06,8100,17011.1825,390.9225,259.475,2516.7875,5625.0,0,73919.6675,40016.3,650.3975,8117.8137,17389.901,254.46,171.94,2474.16,4952.3675,0.0,72872.2813,39511.6391,426.4
